"";"subj.id";"Duration__in_seconds_";"RecordedDate";"Q_RecaptchaScore";"consent";"age";"gender";"educ";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"att.check.birthday";"prior.climate.act_1";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"att.memory1";"att.memory2";"t.hard.clim.rt_First_Click";"t.hard.clim.rt_Last_Click";"t.hard.clim.rt_Page_Submit";"t.hard.clim.rt_Click_Count";"t.hard.clim.resp.s";"t.hard.clim.resp.s_DO_0";"t.hard.clim.resp.s_DO_1";"t.hard.clim.resp.ns";"t.hard.clim.resp.ns_DO_1";"t.hard.clim.resp.ns_DO_0";"t.hard.clim.eff";"t.hard.clim.diff";"t.hard.clim.frustr";"t.hard.clim.percc";"t.hard.gmo.rt_First_Click";"t.hard.gmo.rt_Last_Click";"t.hard.gmo.rt_Page_Submit";"t.hard.gmo.rt_Click_Count";"t.hard.gmo.resp.s";"t.hard.gmo.resp.s_DO_1";"t.hard.gmo.resp.s_DO_0";"t.hard.gmo.resp.ns";"t.hard.gmo.resp.ns_DO_0";"t.hard.gmo.resp.ns_DO_1";"t.hard.gmo.eff";"t.hard.gmo.diff";"t.hard.gmo.frustr";"t.hard.gmo.percc";"t.hard.hom.rt_First_Click";"t.hard.hom.rt_Last_Click";"t.hard.hom.rt_Page_Submit";"t.hard.hom.rt_Click_Count";"t.hard.hom.resp.s";"t.hard.hom.resp.s_DO_1";"t.hard.hom.resp.s_DO_0";"t.hard.hom.resp.ns";"t.hard.hom.resp.ns_DO_0";"t.hard.hom.resp.ns_DO_1";"t.hard.hom.eff";"t.hard.hom.diff";"t.hard.hom.frustr";"t.hard.hom.percc";"t.easy.clim.rt_First_Click";"t.easy.clim.rt_Last_Click";"t.easy.clim.rt_Page_Submit";"t.easy.clim.rt_Click_Count";"t.easy.clim.resp.s";"t.easy.clim.resp.s_DO_0";"t.easy.clim.resp.s_DO_1";"t.easy.clim.resp.ns";"t.easy.clim.resp.ns_DO_1";"t.easy.clim.resp.ns_DO_0";"t.easy.clim.eff";"t.easy.clim.diff";"t.easy.clim.frustr";"t.easy.clim.percc";"t.easy.gmo.rt_First_Click";"t.easy.gmo.rt_Last_Click";"t.easy.gmo.rt_Page_Submit";"t.easy.gmo.rt_Click_Count";"t.easy.gmo.resp.s";"t.easy.gmo.resp.s_DO_1";"t.easy.gmo.resp.s_DO_0";"t.easy.gmo.resp.ns";"t.easy.gmo.resp.ns_DO_0";"t.easy.gmo.resp.ns_DO_1";"t.easy.gmo.eff";"t.easy.gmo.diff";"t.easy.gmo.frustr";"t.easy.gmo.percc";"t.easy.hom.rt_First_Click";"t.easy.hom.rt_Last_Click";"t.easy.hom.rt_Page_Submit";"t.easy.hom.rt_Click_Count";"t.easy.hom.resp.s";"t.easy.hom.resp.s_DO_1";"t.easy.hom.resp.s_DO_0";"t.easy.hom.resp.ns";"t.easy.hom.resp.ns_DO_0";"t.easy.hom.resp.ns_DO_1";"t.easy.hom.eff";"t.easy.hom.diff";"t.easy.hom.frustr";"t.easy.hom.percc";"num1";"num2";"num3";"num4";"num5";"num6_4";"num6_5";"num7";"num8";"num9";"polit.lr";"polit.cult";"polit.econ";"immigr.pos";"gay.pos";"polit.eng1";"polit.eng2";"polit.eng3";"polit.eng4";"sci.trust";"t.hard.clim.sol.rt_First_Click";"t.hard.clim.sol.rt_Last_Click";"t.hard.clim.sol.rt_Page_Submit";"t.hard.clim.sol.rt_Click_Count";"t.hard.clim.sol.resp";"t.hard.gmo.sol.rt_First_Click";"t.hard.gmo.sol.rt_Last_Click";"t.hard.gmo.sol.rt_Page_Submit";"t.hard.gmo.sol.rt_Click_Count";"t.hard.gmo.sol.resp";"t.hard.hom.sol.rt_First_Click";"t.hard.hom.sol.rt_Last_Click";"t.hard.hom.sol.rt_Page_Submit";"t.hard.hom.sol.rt_Click_Count";"t.hard.hom.sol.resp";"t.easy.clim.sol.rt_First_Click";"t.easy.clim.sol.rt_Last_Click";"t.easy.clim.sol.rt_Page_Submit";"t.easy.clim.sol.rt_Click_Count";"t.easy.clim.sol.resp";"t.easy.gmo.sol.rt_First_Click";"t.easy.gmo.sol.rt_Last_Click";"t.easy.gmo.sol.rt_Page_Submit";"t.easy.gmo.sol.rt_Click_Count";"t.easy.gmo.sol.resp";"t.easy.hom.sol.rt_First_Click";"t.easy.hom.sol.rt_Last_Click";"t.easy.hom.sol.rt_Page_Submit";"t.easy.hom.sol.rt_Click_Count";"t.easy.hom.sol.resp";"polit.party";"polit.party_97_TEXT";"nfc1";"nfc2";"nfc3";"homeo.arg.1.time_First_Click";"homeo.arg.1.time_Last_Click";"homeo.arg.1.time_Page_Submit";"homeo.arg.1.time_Click_Count";"homeo.arg.1.str";"homeo.arg.1.cert";"homeo.arg.1.diff";"homeo.arg.1.nov";"homeo.arg.2.time_First_Click";"homeo.arg.2.time_Last_Click";"homeo.arg.2.time_Page_Submit";"homeo.arg.2.time_Click_Count";"homeo.arg.2.str";"homeo.arg.2.cert";"homeo.arg.2.diff";"homeo.arg.2.nov";"homeo.arg.3.time_First_Click";"homeo.arg.3.time_Last_Click";"homeo.arg.3.time_Page_Submit";"homeo.arg.3.time_Click_Count";"homeo.arg.3.str";"homeo.arg.3.cert";"homeo.arg.3.diff";"homeo.arg.3.nov";"homeo.arg.4.time_First_Click";"homeo.arg.4.time_Last_Click";"homeo.arg.4.time_Page_Submit";"homeo.arg.4.time_Click_Count";"homeo.arg.4.str";"homeo.arg.4.cert";"homeo.arg.4.diff";"homeo.arg.4.nov";"homeo.arg.5.time_First_Click";"homeo.arg.5.time_Last_Click";"homeo.arg.5.time_Page_Submit";"homeo.arg.5.time_Click_Count";"homeo.arg.5.str";"homeo.arg.5.cert";"homeo.arg.5.diff";"homeo.arg.5.nov";"homeo.arg.6.time_First_Click";"homeo.arg.6.time_Last_Click";"homeo.arg.6.time_Page_Submit";"homeo.arg.6.time_Click_Count";"homeo.arg.6.str";"homeo.arg.6.cert";"homeo.arg.6.diff";"homeo.arg.6.nov";"homeo.arg.7.time_First_Click";"homeo.arg.7.time_Last_Click";"homeo.arg.7.time_Page_Submit";"homeo.arg.7.time_Click_Count";"homeo.arg.7.str";"homeo.arg.7.cert";"homeo.arg.7.diff";"homeo.arg.7.nov";"homeo.arg.8.time_First_Click";"homeo.arg.8.time_Last_Click";"homeo.arg.8.time_Page_Submit";"homeo.arg.8.time_Click_Count";"homeo.arg.8.str";"homeo.arg.8.cert";"homeo.arg.8.diff";"homeo.arg.8.nov";"homeo.arg.9.time_First_Click";"homeo.arg.9.time_Last_Click";"homeo.arg.9.time_Page_Submit";"homeo.arg.9.time_Click_Count";"homeo.arg.9.str";"homeo.arg.9.cert";"homeo.arg.9.diff";"homeo.arg.9.nov";"homeo.arg.10.time_First_Click";"homeo.arg.10.time_Last_Click";"homeo.arg.10.time_Page_Submit";"homeo.arg.10.time_Click_Count";"homeo.arg.10.str";"homeo.arg.10.cert";"homeo.arg.10.diff";"homeo.arg.10.nov";"instruction.check";"guessing.check";"comment";"condition";"table.clim";"table.gmo";"table.hom";"FL_74_DO_PRIOR.BELIEFS.GMO";"FL_74_DO_PRIOR.BELIEFS.HOM";"FL_19_DO_FL_62";"FL_19_DO_FL_63";"t.hard.clim.order";"t.hard.gmo.order";"t.hard.hom.order";"t.easy.clim.order";"t.easy.gmo.order";"t.easy.hom.order";"t.hard.clim.sol.order";"t.hard.gmo.sol.order";"t.hard.hom.sol.order";"t.easy.clim.sol.order";"t.easy.gmo.sol.order";"t.easy.hom.sol.order";"FL_33_DO_HOMEO.ARG.1";"FL_33_DO_HOMEO.ARG.2";"FL_33_DO_HOMEO.ARG.3";"FL_33_DO_HOMEO.ARG.4";"FL_33_DO_HOMEO.ARG.5";"FL_33_DO_HOMEO.ARG.6";"FL_33_DO_HOMEO.ARG.7";"FL_33_DO_HOMEO.ARG.8";"FL_33_DO_HOMEO.ARG.9";"FL_33_DO_HOMEO.ARG.10";"polit.party.econ";"polit.party.cult";"polit.party.name";"polit.lr3";"polit.cult3";"polit.econ3";"immigr.pos.reversed";"gay.pos.reversed";"ideology";"num1.cor";"num2.cor";"num3.cor";"num4.cor";"num5.cor";"num6.cor";"num7.cor";"num8.cor";"num9.cor";"num";"num01";"crt";"crt01";"NFC.mean"
"121";121;1249;2024-04-16 04:43:18;1;1;41;1;4;18;24;-50;-22;1;25;-10;29;-50;-31;2;1;-50;-16;4;"Kot";6,814;159,18;160,001;19;0;2;1;NA;NA;NA;17;18;-33;-10;4,96;107,6;108,592;15;NA;NA;NA;0;2;1;16;24;-35;-18;2,833;64,138;65,098;15;NA;NA;NA;1;2;1;12;15;-46;-18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;10;0,01;20;100;1;100;8;10;20;1;1;4;2;2;2;1;1;1;2;NA;NA;NA;NA;NA;12,238;33,097;33,601;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"";4;4;4;12,411;30,16;31,066;12;3;3;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,676;26,078;27;15;5;4;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;"";"hard";"s";"ns";"ns";1;2;NA;1;1;2;3;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;0;0;"1. Left";0;0;0,5;6;6;4,33333333333333;1;1;0;1;1;0;0;1;0;0,555555555555556;1;0,333333333333333;1;4
"122";122;997;2024-04-16 04:44:15;0,899999976158142;1;50;1;3;50;50;50;-50;1;50;31;31;1;-50;31;41;20;-41;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;104,696;104,696;108,254;1;NA;NA;NA;0;2;1;21;-41;-50;1;58,103;58,103;60,765;1;0;2;1;NA;NA;NA;-43;-41;-50;21;49,444;49,444;51,465;1;1;2;1;NA;NA;NA;-41;-41;-50;21;500;10;1;20;100;9;10;8;10;10;4;2;5;2;6;7;6;2;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,278;57,278;59,169;1;6;2;"";6;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,906;34,507;35,979;4;7;7;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,661;41,406;43,349;4;6;6;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"easy";"ns";"s";"s";2;1;1;NA;NA;NA;NA;1;2;3;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;2;NA;NA;1;NA;NA;1;0;"2. The Civic Coalition";0,5;0;0,5;6;2;3,33333333333333;1;1;0;1;1;0;0;1;0;0,555555555555556;1;0,333333333333333;1;5,33333333333333
"123";123;541;2024-04-16 04:46:37;0,899999976158142;1;49;1;3;41;48;38;-39;1;39;-30;50;40;-38;-40;48;30;-26;4;"Kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,733;13,095;14,168;3;1;2;1;NA;NA;NA;-27;-35;-46;44;0,577;9,503;10,336;4;NA;NA;NA;1;2;1;-31;-31;-43;38;0,774;24,348;25,258;5;1;2;1;NA;NA;NA;-31;-35;-44;42;500;10;10;20;100;91;81;8;10;39;4;6;5;3;2;5;5;3;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,589;8,901;10,201;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"";4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,501;18,535;19,835;5;6;6;2;2;5,701;15,82;17,093;5;6;6;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;"";"easy";"s";"ns";"s";1;3;1;NA;NA;NA;NA;1;3;2;NA;NA;NA;1;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;0;0;"3. The Third Way";0,5;1;0,5;5;6;5,66666666666667;1;1;0;1;1;0;0;1;1;0,666666666666667;1;0,666666666666667;1;4
"124";124;2079;2024-04-16 04:47:17;0,899999976158142;1;62;0;4;11;1;21;-9;1;20;1;1;10;-10;21;21;1;-30;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;341,425;341,425;342,935;1;NA;NA;NA;1;2;1;50;50;50;-50;396,102;396,102;398,473;1;1;2;1;NA;NA;NA;50;50;50;2;72,902;72,902;78,472;1;1;2;1;NA;NA;NA;50;50;50;1;500;10;10;5;100;9;10;8;50;20;2;2;4;4;7;7;6;1;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,035;57,035;58,647;1;5;NA;NA;NA;NA;NA;1;"";5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;50,105;73,326;77,598;8;5;5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,155;41,236;42,696;4;5;4;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;"okropnie frustrujące badanie, błędów nie zauważyłam";"easy";"ns";"s";"s";3;1;1;NA;NA;NA;NA;2;1;3;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;0;0;"1. Left";0;0;0,5;4;1;2,33333333333333;1;1;0;0;1;0;0;0;0;0,333333333333333;1;0;0;5
"125";125;1600;2024-04-16 04:47:54;1;1;51;0;4;31;25;22;-19;1;20;-19;30;33;-30;1;1;1;1;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;139,766;139,766;141,407;1;NA;NA;NA;1;2;1;16;17;9;10;308,196;308,196;309,349;1;1;2;1;NA;NA;NA;20;12;11;20;132,652;132,652;134,415;1;0;2;1;NA;NA;NA;14;11;6;24;500;10;1;20;100;19;100;8;10;20;4;3;5;2;5;1;5;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,306;31,306;32,219;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98;"";5;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,076;38,613;39,893;4;3;1;3;1;27,33;38,107;39,26;4;6;5;1;1;1;4;"";"easy";"ns";"s";"s";2;3;1;NA;NA;NA;NA;3;2;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;"IDK & Other";0,5;0,5;0,5;6;3;4;1;1;0;1;1;0;0;1;0;0,555555555555556;1;0,333333333333333;1;4
"126";126;29;2024-04-16 04:48:48;0,899999976158142;1;48;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"127";127;309;2024-04-16 04:50:01;0,899999976158142;1;58;1;2;31;34;36;33;1;29;12;13;15;15;33;33;29;33;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,014;30,014;31,902;1;1;2;1;NA;NA;NA;11;13;-10;26;21,295;21,295;22,829;1;NA;NA;NA;1;2;1;10;12;-49;10;25,617;25,617;27,359;1;NA;NA;NA;1;2;1;10;12;-48;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"easy";"s";"ns";"ns";3;1;NA;1;NA;NA;NA;1;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"128";128;847;2024-04-16 04:52:32;0,899999976158142;1;24;0;4;9;-7;22;9;1;25;17;-17;18;-16;16;-19;22;-18;4;"Kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,691;2,746;3,234;2;NA;NA;NA;0;2;1;12;-3;21;-8;0,113;2,428;2,448;5;1;2;1;NA;NA;NA;-7;21;-5;16;5,885;7,391;7,8;4;1;2;1;NA;NA;NA;17;-12;13;-5;500;10;10;20;100;1;9;8;50;20;1;2;4;2;3;6;5;2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,297;1,678;1,7;3;5;1;"";4;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,582;11,979;13,699;18;5;4;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,182;22,094;22,461;8;6;4;2;4;0;2;"";"easy";"ns";"s";"s";3;2;1;NA;NA;NA;NA;1;2;3;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA;1;0;0;"1. Left";0;0;0,5;6;5;4,33333333333333;1;1;0;1;1;0;0;0;0;0,444444444444444;1;0;0;4,33333333333333
"129";129;1105;2024-04-16 04:54:17;0,899999976158142;1;70;0;3;-28;46;36;-28;1;33;-46;50;50;-47;33;35;24;13;4;"Kot";3,369;40,893;41,806;3;1;2;1;NA;NA;NA;16;-27;-47;41;6,184;28,854;29,752;3;NA;NA;NA;0;2;1;23;-37;-37;38;4,737;40,39;41,089;4;NA;NA;NA;1;2;1;32;-19;-29;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,001;0,01;0,001;5;100;1;9;4;50;20;7;6;2;1;1;7;4;1;7;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,852;34,395;35,195;3;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"";6;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,797;46,046;46,53;10;3;2;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,732;44,584;45,414;8;3;2;3;1;NA;NA;NA;NA;NA;NA;NA;NA;1;4;"";"hard";"s";"ns";"ns";1;2;NA;1;3;1;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;0;1;"4. Law & Justice";1;1;0;7;7;6,66666666666667;0;0;0;0;1;0;1;0;0;0,222222222222222;1;0,333333333333333;1;4,66666666666667
"130";130;1083;2024-04-16 04:57:51;0,899999976158142;1;70;0;3;-20;33;14;21;1;14;-49;-48;45;-50;49;31;31;24;4;"Kot";43,609;97,595;98,591;4;1;1;2;NA;NA;NA;23;-31;-41;23;18,081;179,597;180,895;5;NA;NA;NA;0;1;2;24;-37;-48;35;33,828;98,462;99,46;4;NA;NA;NA;0;1;2;25;-28;-47;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;100;0,001;5;100;9;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"hard";"s";"ns";"ns";1;2;NA;1;3;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;1;1;0;0;0;0,222222222222222;1;0;0;NA
"131";131;746;2024-04-16 04:59:52;1;1;65;0;3;18;29;15;-24;1;39;21;16;8;-17;20;22;11;-23;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;125,621;125,621;127,003;1;NA;NA;NA;0;2;1;16;12;-7;28;130,093;130,093;141,851;1;0;2;1;NA;NA;NA;16;12;-22;17;183,467;183,467;184,92;1;1;2;1;NA;NA;NA;22;21;-21;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"easy";"ns";"s";"s";3;2;1;NA;NA;NA;NA;2;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
